IrrDia_1,th1_dia1,th1_dia2,th1_dia3,th2_dia1,th2_dia2,th2_dia3,MinTemp_dia1,MinTemp_dia2,MinTemp_dia3,MaxTemp_dia1,MaxTemp_dia2,MaxTemp_dia3,Precipitation_dia1,Precipitation_dia2,Precipitation_dia3,ReferenceET_dia1,ReferenceET_dia2,ReferenceET_dia3
4.840982833005196,0.2199810251542888,0.1754204112525128,0.1709173551245571,0.22,0.22,0.22,16.96,18.31,18.47,33.26,32.23,32.54,1.15,1.64,6.69,5.44810094703693,7.391740585052272,6.50440114638339
16.776687660221416,0.2171284006333828,0.1652462297040385,0.1266930157855884,0.2200343631224554,0.2200031606469466,0.2200002907543608,18.81,15.02,14.96,32.81,30.93,33.08,0.12,0.26,3.21,7.190031943625366,7.2566015809762945,7.779963534749891
9.917959888224878,0.2139344397243784,0.2584957133461958,0.159970797431776,0.2200000267474656,0.2200000024605919,0.2226948121286192,17.77,17.07,10.94,35.32,31.23,24.92,7.97,9.23,0.0,8.55250763562487,4.261508999133611,6.833240124911113
13.466564137402212,0.2135203251855012,0.1639046781827823,0.1282088524057896,0.2202446051916241,0.2200224749156095,0.2200020673162614,9.38,11.71,14.65,27.9,29.84,33.14,0.0,0.42,0.0,7.402879980531018,6.783670336178695,8.349631080261421
14.48749021070712,0.2156871021723052,0.1520796922671313,0.3350095316105788,0.2200292197718996,0.2200026876407299,0.41,14.35,14.0,15.61,30.47,31.6,29.99,0.0,0.01,53.37,7.5472314956958115,8.059893790688472,6.817315308129198
17.316698064392146,0.2090033120942858,0.2742679221475763,0.2617170062556118,0.2200006215791867,0.2200000571810539,0.2234742718833904,12.33,16.26,18.55,31.48,32.05,31.86,0.38,15.12,11.96,8.058862576487886,7.279049758219152,7.0756719670447055
5.436640017876659,0.2272190557197838,0.1503482118385388,0.0866850827868346,0.223036484092573,0.2206403887113941,0.2168507733573489,17.87,15.47,15.07,30.44,29.14,30.3,0.0,0.0,0.38,4.562166231959624,6.4950888268332525,7.148506443669421
18.62335708803635,0.2160486595369062,0.1528029539327489,0.1423191707714921,0.2168507733573489,0.2168507733573489,0.2104879600031104,16.47,15.37,18.53,32.57,32.98,34.57,2.88,0.8,7.26,7.788181284571996,6.717632575910638,8.13150877413593
17.464659651549525,0.2758176526401554,0.1603760909014587,0.0959564320042581,0.2104879600031104,0.2230838164061845,0.2111084173077671,16.63,17.58,14.62,32.15,25.38,29.79,0.2,0.06,0.32,3.92255587698473,5.972286058206185,7.263124207917656
15.939436628709414,0.2759030516889372,0.1539213152990933,0.0901676287329946,0.2111084173077671,0.2199930995893109,0.203417890027969,13.3,9.6,9.58,24.49,25.57,28.49,5.34,0.0,0.0,2.9861587820377395,6.627554251652224,7.302626920676415
22.562889612744044,0.2457001079094259,0.1826675161111754,0.2315465819041126,0.1879093841247631,0.211550514664828,0.2003132432069288,12.77,16.14,16.24,33.22,28.44,32.97,0.11,2.36,11.73,7.8822657140195425,5.726496478016881,7.210362919490601
17.37106263109967,0.2445904252890059,0.1566147061225319,0.0950733384157732,0.1950150732892512,0.2062604179468939,0.1907370497084279,15.23,12.5,13.7,31.05,29.04,31.03,0.0,0.0,0.0,7.197025295530713,6.9754885917119385,7.005885085929518
23.126473594522487,0.2601030285831938,0.3457454907633802,0.3590848367914657,0.1721837617811414,0.399603210897722,0.2221484806503988,16.75,20.85,19.23,36.03,34.62,27.08,0.0,97.33,17.46,7.708030336826436,6.786481667172522,2.3357696648989625
16.11383543432671,0.2190716977379088,0.1598915271109794,0.2927299638376889,0.2159011555922208,0.2159011555922208,0.2159011555922208,17.32,17.33,18.73,30.73,31.04,28.65,0.44,0.07,19.62,6.0193909997998745,5.498312521815754,5.52622341500327
1.918845756503595,0.1849010410029463,0.1426642477677497,0.3081173423080099,0.213183497300828,0.213183497300828,0.213183497300828,17.4,19.26,20.25,31.31,27.71,30.69,0.66,0.26,21.98,6.720111959131909,4.093879978167945,4.7593066831355
