date_inicial,date_final,IrrDia_1,th1_dia1,th1_dia2,th1_dia3,th2_dia1,th2_dia2,th2_dia3,MinTemp_dia1,MinTemp_dia2,MinTemp_dia3,MaxTemp_dia1,MaxTemp_dia2,MaxTemp_dia3,Precipitation_dia1,Precipitation_dia2,Precipitation_dia3,ReferenceET_dia1,ReferenceET_dia2,ReferenceET_dia3
1991-01-01,1991-01-03,0.0,0.2291897449905568,0.1841786769296369,0.141749042439027,0.22,0.22,0.22,19.33,16.96,18.31,31.76,33.26,32.23,6.93,1.15,1.64,5.446348030004723,5.44810094703693,7.391740585052272
1991-01-04,1991-01-06,0.0,0.1380240760588739,0.2217192169702582,0.1801477845858273,0.22,0.22,0.2201426220259542,18.47,18.46,17.02,32.54,32.1,28.09,6.69,16.71,0.07,6.50440114638339,7.679028557622583,5.068278806468358
1991-01-07,1991-01-09,0.0,0.1247244952472798,0.3431055334703241,0.1760242265407856,0.2200131110604584,0.2707184709134254,0.2241532524375885,15.4,20.76,21.4,34.39,32.93,31.93,0.04,34.37,0.01,8.299905284704604,6.081315139061449,6.1401936601594285
1991-01-10,1991-01-12,0.0,0.1270408609686632,0.0952519989401618,0.0777131154622972,0.2203742299397975,0.2179356863897291,0.2155772699126656,19.94,18.81,15.02,32.37,32.81,30.93,0.03,0.12,0.26,6.906079691110381,7.190031943625366,7.2566015809762945
1991-01-13,1991-01-15,0.0,0.0692272929686713,0.0752910957164089,0.1207144967259392,0.212758625893228,0.2092875979562452,0.2092875979562452,14.96,17.77,17.07,33.08,35.32,31.23,3.21,7.97,9.23,7.779963534749891,8.55250763562487,4.261508999133611
1991-01-16,1991-01-18,0.0,0.0848599984956531,0.0719203382048597,0.0637893244413214,0.2057761755503587,0.2015471683252191,0.197236620317751,10.94,9.38,11.71,24.92,27.9,29.84,0.0,0.0,0.42,6.833240124911113,7.402879980531018,6.783670336178695
1991-01-19,1991-01-21,0.0,0.0556422059268906,0.3113588968227965,0.1690363323220382,0.1914094134312945,0.1914094134312945,0.2237886057126827,14.65,17.45,15.93,33.14,34.07,29.09,0.0,33.49,0.02,8.349631080261421,7.101485121671903,7.024012123621961
1991-01-22,1991-01-24,0.0,0.1132093580194911,0.3606928182620586,0.1999419310695099,0.2203420022171235,0.2720422165492068,0.223519359386029,13.86,14.17,16.33,30.69,25.92,26.0,0.05,35.47,2.17,7.767649392479528,4.4824710670855765,4.1999727715509305
1991-01-25,1991-01-27,0.0,0.1545365904556113,0.1226435054146327,0.0935578737478918,0.2203181282629129,0.2200292197718996,0.2056150838009034,15.08,14.35,14.0,27.18,30.47,31.6,0.0,0.0,0.01,7.152263827915558,7.5472314956958115,8.059893790688472
1991-01-28,1991-01-30,0.0,0.3350095316105788,0.2028609087800004,0.1672515534598928,0.4070679060819622,0.2208827532279292,0.220080853649469,15.61,11.05,15.03,29.99,24.55,24.43,53.37,4.85,0.93,6.817315308129198,6.323622246800857,4.591353405072647
1991-01-31,1991-02-02,0.0,0.1223300636535634,0.0978135051822056,0.168943957841795,0.22000743504015,0.1947741552822685,0.1947741552822685,12.99,12.33,16.26,27.22,31.48,32.05,0.0,0.38,15.12,7.0606346039928525,8.058862576487886,7.279049758219152
1991-02-03,1991-02-05,0.0,0.2106900193861055,0.1614471511269171,0.1112927391648326,0.1947741552822685,0.1947741552822685,0.1947741552822685,18.55,17.87,15.47,31.86,30.44,29.14,11.96,0.0,0.0,7.0756719670447055,4.562166231959624,6.4950888268332525
1991-02-06,1991-02-08,0.0,0.0986643518267877,0.0968655535738442,0.0948965267857444,0.1592077522767654,0.1141921492777731,0.0900092823575375,15.07,16.47,15.37,30.3,32.57,32.98,0.38,2.88,0.8,7.148506443669421,7.788181284571996,6.717632575910638
1991-02-09,1991-02-11,0.0,0.0890212818471991,0.0884383662361401,0.0875325705676972,0.0900092823575375,0.0900092823575375,0.0900092823575375,18.53,16.63,17.58,34.57,32.15,25.38,7.26,0.2,0.06,8.13150877413593,3.92255587698473,5.972286058206185
1991-02-12,1991-02-14,0.0,0.0866118552828234,0.1071641086804083,0.0859467297673548,0.0900092823575375,0.0900092823575375,0.0900092823575375,14.62,13.3,9.6,29.79,24.49,25.57,0.32,5.34,0.0,7.263124207917656,2.9861587820377395,6.627554251652224
1991-02-15,1991-02-17,0.0,0.0637352893112142,0.0631690988556053,0.0687817080748638,0.0900092823575375,0.0900092823575375,0.0900092823575375,9.58,12.77,16.14,28.49,33.22,28.44,0.0,0.11,2.36,7.302626920676415,7.8822657140195425,5.726496478016881
1991-02-18,1991-02-20,0.0,0.113136870475997,0.1769936932808725,0.1577647216625658,0.0900092823575375,0.0900092823575375,0.0900092823575375,16.24,16.44,16.94,32.97,30.24,25.51,11.73,10.31,0.03,7.210362919490601,3.5675615631931445,2.048888311308393
1991-02-21,1991-02-23,0.0,0.1024569869337217,0.0980465916417302,0.0970187841387103,0.0900092823575375,0.0900092823575375,0.0900092823575375,14.25,15.23,12.5,31.14,31.05,29.04,0.01,0.0,0.0,7.155511482817882,7.197025295530713,6.9754885917119385
1991-02-24,1991-02-26,0.0,0.0960221566592382,0.0949621927018095,0.3411514354028314,0.0900092823575375,0.0900092823575375,0.4041972662582708,13.7,16.75,20.85,31.03,36.03,34.62,0.0,0.0,97.33,7.005885085929518,7.708030336826436,6.786481667172522
