date_inicial,date_final,IrrDia_1,th1_dia1,th1_dia2,th1_dia3,th2_dia1,th2_dia2,th2_dia3,MinTemp_dia1,MinTemp_dia2,MinTemp_dia3,MaxTemp_dia1,MaxTemp_dia2,MaxTemp_dia3,Precipitation_dia1,Precipitation_dia2,Precipitation_dia3,ReferenceET_dia1,ReferenceET_dia2,ReferenceET_dia3
1992-05-20,1992-05-22,9.700265923761949,0.2217049270081251,0.184700775959907,0.1502762468700991,0.2200032543971208,0.2201417395037623,0.2200130299881178,4.99,7.83,4.35,17.52,20.8,18.62,0.0,0.0,0.0,2.962935606935873,3.2231587058421622,3.129502644527992
1992-05-23,1992-05-25,10.41245290898079,0.2210940776682946,0.1826973549228332,0.1485672062776843,0.2200011985968064,0.2200910995424475,0.2200083767955471,2.2,5.96,7.43,17.54,21.31,20.51,0.0,0.0,0.0,3.0278816628738534,3.4002499491893508,3.102740785922633
1992-05-26,1992-05-28,10.493014864514883,0.2258448793867029,0.2028658625812211,0.1810429006025099,0.220000770578675,0.2204768380562845,0.220043762744681,5.24,1.74,0.17,16.05,11.89,12.0,0.06,0.04,0.0,2.5684068669209283,1.626177468334641,2.154870006248591
1992-05-29,1992-05-31,6.270357006873455,0.214262037237098,0.183849462761443,0.1476232673836086,0.2200040250174545,0.2200003702679878,0.2200000340621766,-1.23,0.06,2.1,14.94,16.08,19.77,0.0,0.0,0.0,2.68040303946786,2.7647794977868143,3.293290488894036
1992-06-01,1992-06-03,10.862619537783448,0.2235128982337078,0.1879251791904373,0.160241892075845,0.2200000031334975,0.2202893106343871,0.2200265766866181,6.1,7.95,6.73,19.11,20.17,17.49,0.0,0.01,0.0,2.9760513207032098,2.982646228108833,2.764085349968102
1992-06-04,1992-06-06,9.01049388496493,0.2174607128498278,0.1857743641341952,0.163285186161372,0.2200024445610848,0.2200002248809563,0.2200000206875577,7.33,7.51,7.63,19.66,19.04,18.63,0.01,0.0,0.22,2.9987380068787743,2.8805771559666,2.248252712317557
1992-06-07,1992-06-09,7.633077983549329,0.2151597023613957,0.1927931353863309,0.1670994846747405,0.2200000019031202,0.2200000001750747,0.2200000000161058,8.05,5.55,1.98,18.91,12.87,14.54,0.51,0.02,0.0,2.6869330577699646,2.0560804498766547,2.470998940904403
1992-06-10,1992-06-12,8.008098834994836,0.215005940898253,0.18766481456772,0.1615683712176903,0.2200000000014816,0.2200000000001362,0.2200000000000124,1.6,6.53,4.98,18.69,17.49,17.48,0.0,0.0,0.5,2.9249574660396256,2.4855569391393653,2.827386305994955
1992-06-13,1992-06-15,8.350124936594455,0.223209562114811,0.2033559047789213,0.1735116958152417,0.2200000000000011,0.2202646554997091,0.2200243147767852,6.43,8.7,8.42,18.5,16.79,20.69,0.6,0.38,0.04,2.5327325880748868,1.8849701970294144,2.7628465543637577
1992-06-16,1992-06-18,7.49913120980014,0.21763690413753,0.1906222144656512,0.1811967619670921,0.2200022365324007,0.2200002057441168,0.2200000189270971,9.48,16.08,14.7,21.81,23.94,23.79,0.19,0.02,1.37,2.978736706883004,2.4842920932191497,2.102313863505372
1992-06-19,1992-06-21,6.172545249855905,0.2151234063260948,0.1916872776417162,0.1659002087939561,0.2200000017411693,0.2200000001601761,0.2200000000147352,15.28,10.2,7.61,22.92,20.31,16.51,0.02,0.3,0.0,2.5453461945051186,2.4032844258526262,2.465819267182758
1992-06-22,1992-06-24,8.07240119390103,0.2276465838015934,0.2005143752130351,0.1618447865298144,0.2200000000013554,0.2206342817674172,0.220058167093792,6.24,4.28,10.18,17.07,17.86,24.75,0.05,0.1,0.01,1.7706942664884604,1.876284998800057,3.544867875330813
1992-06-25,1992-06-27,9.696001926840667,0.2238447870291735,0.2017270577926169,0.1780096842361672,0.2200053494569865,0.2203166898547815,0.2200290878623657,11.15,2.36,-0.69,24.89,12.45,12.49,0.02,0.0,0.0,3.20188150165582,1.6971125287773747,2.163602456285892
1992-06-28,1992-06-30,6.571737355644963,0.2197074044152385,0.1933780179609842,0.1660931297641593,0.2200026755094054,0.2200002461261579,0.220000022641973,0.59,-0.19,2.3,13.21,13.94,13.68,0.0,0.0,0.03,2.1930911964148176,2.406083709982175,2.529952068015356
1992-07-01,1992-07-03,8.156058910089236,0.2178530128732757,0.1887125997552174,0.1674015622470188,0.2200000020829136,0.2200000001916144,0.2200000000176272,0.32,0.44,3.18,15.29,14.87,12.84,0.0,0.0,0.0,2.7280921226331083,2.6699949965031653,1.9543492902611872
1992-07-04,1992-07-06,7.391103750819848,0.213638202331508,0.1909493271364808,0.1686333624257315,0.2200000000016216,0.2200000000001492,0.2200000000000137,3.08,-1.11,-1.95,14.9,10.23,11.44,0.0,0.0,0.0,2.5401487024577576,2.084384283271678,2.0519406080182807
1992-07-07,1992-07-09,7.37159647107492,0.2184909527449008,0.1904710326877267,0.1583039143292071,0.2200000000000012,0.22,0.22,-1.82,0.04,1.57,12.33,14.87,16.96,0.0,0.0,0.0,2.19570846207249,2.5809869446327367,2.9656269913018343
1992-07-10,1992-07-12,9.38671183585198,0.2154925016788204,0.2026752355732053,0.228219681034876,0.22,0.22,0.22,5.66,9.23,9.41,21.77,20.94,15.31,0.0,2.07,4.93,3.38455910024334,3.095600368582188,2.1959777403262115
