date_inicial,date_final,IrrDia_1,IrrDia_2,IrrDia_3,th1_dia1,th1_dia2,th1_dia3,th2_dia1,th2_dia2,th2_dia3,MinTemp_dia1,MinTemp_dia2,MinTemp_dia3,MaxTemp_dia1,MaxTemp_dia2,MaxTemp_dia3,Precipitation_dia1,Precipitation_dia2,Precipitation_dia3,ReferenceET_dia1,ReferenceET_dia2,ReferenceET_dia3,Estresse_hidrico_dia1,Estresse_hidrico_dia2,Estresse_hidrico_dia3
2000-01-31,2000-02-02,3.671020297027309,5.4999999999999964,4.850000000000005,0.2111058671378038,0.2188058671378038,0.2079058671378039,0.2205601350888447,0.2200513863026414,0.220004726005714,8.3,11.8,12.2,30.8,30.4,31.6,0.0,0.0,0.0,4.2,4.3,5.4,0.0,0.0,0.0
2000-02-03,2000-02-05,7.150000000000009,5.089153955657342,5.640000000000001,0.225505867137804,0.2174842551994159,0.2188842551994159,0.2200004347515488,0.2204497862789403,0.2200412855407371,13.4,14.9,15.0,31.6,33.6,32.0,0.0,0.0,0.0,4.9,4.9,5.0,0.0,0.0,0.0
2000-02-06,2000-02-08,5.610000000000014,6.379999999999999,4.049816475951004,0.2155842551994161,0.2320842551994162,0.2120432717839439,0.2200037972265075,0.220000349313516,0.220960027963992,14.6,11.0,15.7,33.2,31.6,32.4,0.0,0.0,0.0,5.4,4.3,4.5,0.0,0.0,0.0
2000-02-09,2000-02-11,5.739999999999993,6.500000000000002,4.508990143933843,0.2122432717839439,0.2277432717839438,0.2052749402781632,0.2200878977409082,0.2200080825109041,0.2206273317631682,17.1,18.4,17.4,32.6,32.0,33.8,0.0,0.0,0.0,5.2,4.5,5.5,0.0,0.0,0.0
2000-02-12,2000-02-14,7.50999999999998,5.330679085392171,4.650587724985796,0.224274940278163,0.2241917486688646,0.2228835024380023,0.2200575317208052,0.2203560615565643,0.2203757235091002,15.5,14.7,16.7,32.6,30.9,30.8,0.0,0.0,0.0,5.1,4.5,4.0,0.0,0.0,0.0
2000-02-15,2000-02-17,4.2003101152078095,5.669999999999999,5.39,0.2127645860816948,0.2177645860816948,0.2199645860816948,0.2202614849296167,0.2200240238624763,0.2200022097765669,16.7,17.5,17.7,29.7,30.4,32.2,0.0,0.0,0.0,4.5,4.7,4.7,0.0,0.0,0.0
2000-02-18,2000-02-20,5.170000000000001,6.049999999999997,4.740084451955267,0.2155645860816948,0.2254645860816948,0.2073899687448355,0.2200002032828087,0.2200000187006731,0.2204464540483548,13.0,13.9,18.2,32.8,31.7,31.7,0.0,0.0,0.0,5.1,4.6,5.5,0.0,0.0,0.0
2000-02-21,2000-02-23,7.309999999999992,6.709999999999985,5.660000193226447,0.2169033871603823,0.2246033871603822,0.2308138478728084,0.2198275619378942,0.2198275619378942,0.2203622111552686,17.5,18.0,18.4,32.2,32.1,28.2,0.0,0.0,0.0,5.8,5.4,4.2,0.0,0.0,0.0
2000-02-24,2000-02-26,3.9399892232525984,6.739999999999995,0.0,0.2064414129609563,0.2276414129609563,0.3649,0.2208937931711034,0.2200818603438977,0.41,18.0,19.0,16.8,30.0,29.7,29.4,0.0,0.0,55.6,4.9,4.2,4.1,0.0,0.0,0.0
2000-02-27,2000-02-29,0.0,4.599999999999999,5.879999999999992,0.2076400375561876,0.2074400375561876,0.2156400375561875,0.2213799784009454,0.2201260840341171,0.2200115916907798,15.5,14.5,11.3,26.2,28.9,30.2,2.2,0.0,0.0,3.3,4.2,4.6,0.0,0.0,0.0
2000-03-01,2000-03-03,5.499999999999998,5.7199999999999855,6.049999999999985,0.2167400375561875,0.2167400375561874,0.2157830108749988,0.220001066298914,0.2200000980920264,0.2187570357050104,12.7,15.1,15.7,31.2,33.4,34.8,0.0,0.0,0.0,4.9,5.2,5.7,0.0,0.0,0.0
2000-03-04,2000-03-06,6.810000000000021,6.099999999999997,6.63,0.2226176717474051,0.2197085507757073,0.2243813220129407,0.2184223748326043,0.2178026630569912,0.2145298918197578,15.2,15.9,14.6,34.8,35.7,35.2,0.0,0.0,0.0,5.6,5.8,5.9,0.0,0.0,0.0
2000-03-07,2000-03-09,6.600000000000014,7.809999999999997,5.290000000000069,0.2238185149168072,0.2379446501759027,0.2161037185230441,0.2095926989158915,0.213066563656796,0.2208334586909127,16.4,15.8,14.2,34.2,34.2,33.4,0.0,0.0,0.0,6.5,5.5,5.3,0.0,0.0,0.0
2000-03-10,2000-03-12,6.209999999999996,6.484703520020945,5.410145659809631,0.2172918657582461,0.2250374443603592,0.2137118264595427,0.2194411748633988,0.2194411748633988,0.2197640082045401,12.4,13.2,13.7,33.5,34.3,35.4,0.0,0.0,0.0,5.6,5.2,5.6,0.0,0.0,0.0
2000-03-13,2000-03-15,6.794055692287905,6.797570027779764,6.441927126341327,0.2203465343916844,0.2267288410152563,0.2242539232993059,0.2163941569174796,0.2133682793082924,0.2189825703638568,13.9,16.4,15.1,36.2,35.7,34.2,0.0,0.0,0.0,5.9,5.9,5.6,0.0,0.0,0.0
2000-03-16,2000-03-18,5.927989792379893,5.674620541950922,6.527240402896347,0.221716798448593,0.2161770058979112,0.220576683096986,0.2202587931203525,0.2197099862155726,0.21837272576441,13.8,15.4,17.3,34.7,34.8,35.8,0.0,0.0,0.0,5.3,5.6,5.7,0.0,0.0,0.0
2000-03-19,2000-03-21,6.320998728105115,6.65360539105923,5.881084768101261,0.2220794702661283,0.2260415722002725,0.2205701154633627,0.2157438719657266,0.2173069762611619,0.2202548569291267,17.0,16.3,17.0,36.3,35.9,36.3,0.0,0.0,0.0,5.9,5.6,5.4,0.0,0.0,0.0
2000-03-22,2000-03-24,5.837991262764523,8.726612632829596,8.800774699708846,0.2159886126274375,0.2396894711660278,0.2481868183346451,0.2096297722903619,0.192787293082979,0.2060743775614054,18.8,16.0,17.4,36.0,35.4,35.8,0.0,0.0,0.0,6.7,7.4,6.1,0.0,0.0,0.0
2000-03-25,2000-03-27,5.6223315350044745,6.631057069099404,7.148951731079849,0.2174887034065206,0.2221965315785453,0.230414892980263,0.2190938280370411,0.213507053245212,0.2118138814992352,16.2,17.8,20.6,35.2,35.7,35.2,0.0,0.0,0.0,5.8,6.2,6.0,0.0,0.0,0.0
