IrrDia_1,IrrDia_2,IrrDia_3,th1_dia1,th1_dia2,th1_dia3,th2_dia1,th2_dia2,th2_dia3,MinTemp_dia1,MinTemp_dia2,MinTemp_dia3,MaxTemp_dia1,MaxTemp_dia2,MaxTemp_dia3,Precipitation_dia1,Precipitation_dia2,Precipitation_dia3,ReferenceET_dia1,ReferenceET_dia2,ReferenceET_dia3,Estresse_hidrico_dia1,Estresse_hidrico_dia2,Estresse_hidrico_dia3
5.610000000000014,6.379999999999999,4.049816475951004,0.2155842551994161,0.2320842551994162,0.2120432717839439,0.2200037972265075,0.220000349313516,0.220960027963992,14.6,11.0,15.7,33.2,31.6,32.4,0.0,0.0,0.0,5.4,4.3,4.5,0.0,0.0,0.0
5.739999999999993,6.500000000000002,4.508990143933843,0.2122432717839439,0.2277432717839438,0.2052749402781632,0.2200878977409082,0.2200080825109041,0.2206273317631682,17.1,18.4,17.4,32.6,32.0,33.8,0.0,0.0,0.0,5.2,4.5,5.5,0.0,0.0,0.0
7.50999999999998,5.330679085392171,4.650587724985796,0.224274940278163,0.2241917486688646,0.2228835024380023,0.2200575317208052,0.2203560615565643,0.2203757235091002,15.5,14.7,16.7,32.6,30.9,30.8,0.0,0.0,0.0,5.1,4.5,4.0,0.0,0.0,0.0
4.2003101152078095,5.669999999999999,5.39,0.2127645860816948,0.2177645860816948,0.2199645860816948,0.2202614849296167,0.2200240238624763,0.2200022097765669,16.7,17.5,17.7,29.7,30.4,32.2,0.0,0.0,0.0,4.5,4.7,4.7,0.0,0.0,0.0
5.170000000000001,6.049999999999997,4.740084451955267,0.2155645860816948,0.2254645860816948,0.2073899687448355,0.2200002032828087,0.2200000187006731,0.2204464540483548,13.0,13.9,18.2,32.8,31.7,31.7,0.0,0.0,0.0,5.1,4.6,5.5,0.0,0.0,0.0
7.309999999999992,6.709999999999985,5.660000193226447,0.2169033871603823,0.2246033871603822,0.2308138478728084,0.2198275619378942,0.2198275619378942,0.2203622111552686,17.5,18.0,18.4,32.2,32.1,28.2,0.0,0.0,0.0,5.8,5.4,4.2,0.0,0.0,0.0
3.9399892232525984,6.739999999999995,0.0,0.2064414129609563,0.2276414129609563,0.3649,0.2208937931711034,0.2200818603438977,0.41,18.0,19.0,16.8,30.0,29.7,29.4,0.0,0.0,55.6,4.9,4.2,4.1,0.0,0.0,0.0
0.0,4.599999999999999,5.879999999999992,0.2076400375561876,0.2074400375561876,0.2156400375561875,0.2213799784009454,0.2201260840341171,0.2200115916907798,15.5,14.5,11.3,26.2,28.9,30.2,2.2,0.0,0.0,3.3,4.2,4.6,0.0,0.0,0.0
5.499999999999998,5.7199999999999855,6.049999999999985,0.2167400375561875,0.2167400375561874,0.2157830108749988,0.220001066298914,0.2200000980920264,0.2187570357050104,12.7,15.1,15.7,31.2,33.4,34.8,0.0,0.0,0.0,4.9,5.2,5.7,0.0,0.0,0.0
6.810000000000021,6.099999999999997,6.63,0.2226176717474051,0.2197085507757073,0.2243813220129407,0.2184223748326043,0.2178026630569912,0.2145298918197578,15.2,15.9,14.6,34.8,35.7,35.2,0.0,0.0,0.0,5.6,5.8,5.9,0.0,0.0,0.0
6.600000000000014,7.809999999999997,5.290000000000069,0.2238185149168072,0.2379446501759027,0.2161037185230441,0.2095926989158915,0.213066563656796,0.2208334586909127,16.4,15.8,14.2,34.2,34.2,33.4,0.0,0.0,0.0,6.5,5.5,5.3,0.0,0.0,0.0
6.209999999999996,6.484703520020945,5.410145659809631,0.2172918657582461,0.2250374443603592,0.2137118264595427,0.2194411748633988,0.2194411748633988,0.2197640082045401,12.4,13.2,13.7,33.5,34.3,35.4,0.0,0.0,0.0,5.6,5.2,5.6,0.0,0.0,0.0
6.794055692287905,6.797570027779764,6.441927126341327,0.2203465343916844,0.2267288410152563,0.2242539232993059,0.2163941569174796,0.2133682793082924,0.2189825703638568,13.9,16.4,15.1,36.2,35.7,34.2,0.0,0.0,0.0,5.9,5.9,5.6,0.0,0.0,0.0
5.927989792379893,5.674620541950922,6.527240402896347,0.221716798448593,0.2161770058979112,0.220576683096986,0.2202587931203525,0.2197099862155726,0.21837272576441,13.8,15.4,17.3,34.7,34.8,35.8,0.0,0.0,0.0,5.3,5.6,5.7,0.0,0.0,0.0
6.320998728105115,6.65360539105923,5.881084768101261,0.2220794702661283,0.2260415722002725,0.2205701154633627,0.2157438719657266,0.2173069762611619,0.2202548569291267,17.0,16.3,17.0,36.3,35.9,36.3,0.0,0.0,0.0,5.9,5.6,5.4,0.0,0.0,0.0
5.837991262764523,8.726612632829596,8.800774699708846,0.2159886126274375,0.2396894711660278,0.2481868183346451,0.2096297722903619,0.192787293082979,0.2060743775614054,18.8,16.0,17.4,36.0,35.4,35.8,0.0,0.0,0.0,6.7,7.4,6.1,0.0,0.0,0.0
5.6223315350044745,6.631057069099404,7.148951731079849,0.2174887034065206,0.2221965315785453,0.230414892980263,0.2190938280370411,0.213507053245212,0.2118138814992352,16.2,17.8,20.6,35.2,35.7,35.2,0.0,0.0,0.0,5.8,6.2,6.0,0.0,0.0,0.0
6.27643276550575,6.6006544639565865,6.088714012453036,0.2224034434524004,0.2252819847764098,0.2202600271381352,0.21648367272308,0.216924535914106,0.2175472783583025,19.5,17.8,14.5,34.7,35.4,35.7,0.0,0.0,0.0,6.0,5.8,5.9,0.0,0.0,0.0
6.591114167398473,6.573322290612761,7.110942423559007,0.2246770858867929,0.22441269422547,0.2289898551601906,0.214308138377502,0.2123963287093623,0.2070540795812787,14.4,17.8,19.6,37.4,38.0,36.0,0.0,0.0,0.0,6.0,6.3,6.7,0.0,0.0,0.0
7.577451242895304,7.750761614687759,8.46046212271065,0.2334106930119464,0.2345085072831906,0.2423568782993546,0.2037001380115983,0.2005053186601253,0.2034006325692545,19.2,20.1,20.1,37.2,38.2,38.8,0.0,0.0,0.0,7.0,7.5,7.0,0.0,0.0,0.0
6.82609363018132,8.059242623638644,7.114027043456126,0.2260722098491585,0.2370875535796654,0.2288497354538856,0.2088788264968852,0.2045156385682039,0.2134430831866339,19.1,20.9,20.2,39.2,39.0,38.2,0.0,0.0,0.0,7.2,7.1,6.8,0.0,0.0,0.0
6.830120199963743,5.817113325598854,8.108117301280814,0.2265085249961589,0.2143720041421924,0.2308129220144427,0.220138269770204,0.2147388317982985,0.2098349553947255,21.4,19.4,20.3,40.0,40.2,40.4,0.0,0.0,0.0,6.1,6.9,6.9,0.0,0.0,0.0
6.834413154413075,6.067291237787891,7.274699429088833,0.2254126638617368,0.2161338723624142,0.2231364977450163,0.2197064327136834,0.2182932271553209,0.2157063959460092,22.6,23.2,20.3,40.2,40.0,40.0,0.0,0.0,0.0,6.4,6.8,7.0,0.0,0.0,0.0
6.943120011759811,7.05132645154065,6.47796723798877,0.2232086348289128,0.2243397245940352,0.2174386224316406,0.2156521944643044,0.2184546968347002,0.2185903918023242,22.9,23.1,21.0,40.3,39.0,40.2,0.0,0.0,0.0,7.2,7.0,7.4,0.0,0.0,0.0
7.335982644794113,5.985111883183446,7.730362609974546,0.2271473300477479,0.2115817526564506,0.2435124437689761,0.2185903918023242,0.2204576403945608,0.2200420048316964,19.0,20.0,17.9,38.4,37.2,36.0,0.0,0.0,0.0,6.9,7.6,5.1,0.0,0.0,0.0
1.0799999999999963,3.549999999999996,5.059977810727887,0.2086112753166741,0.2067657184075375,0.2210657398958448,0.2208588620328699,0.2200786747143827,0.220007234750158,14.1,12.9,11.0,24.4,27.6,27.4,0.0,0.0,0.0,2.2,3.4,3.3,0.0,0.0,0.0
3.5899136186453355,4.309969997916804,4.179965159049184,0.2165047066141779,0.2189047550028541,0.2211047895843492,0.2200893028521104,0.2200082116589208,0.2200007553884266,11.1,12.0,13.0,28.0,28.4,28.7,0.0,0.0,0.0,3.6,3.7,3.6,0.0,0.0,0.0
3.919723445632255,4.639953129295892,4.289947058146768,0.2164865984135698,0.219986659125061,0.2156968652248415,0.2200919460863531,0.220008454601709,0.2200007777357396,15.7,14.3,16.7,29.8,30.1,30.3,0.0,0.0,0.0,3.9,3.9,4.3,0.0,0.0,0.0
5.159934076452043,5.169922096980332,4.269087017544626,0.2177969850195586,0.2243970073324659,0.2212874140780696,0.2200000715463388,0.2200000065817939,0.2203608157514599,16.0,17.0,16.0,30.0,31.0,30.8,0.0,0.0,0.0,4.5,4.1,3.8,0.0,0.0,0.0
4.099950345357947,5.959885473381876,4.059720113853154,0.2109592526282399,0.2265592309460695,0.2119358234264516,0.2201176808910448,0.2200108195864797,0.2205343915106692,17.7,16.0,13.6,30.8,29.8,29.9,0.0,0.0,0.0,4.6,4.0,4.5,0.0,0.0,0.0
5.759857429521706,4.439822538679749,4.16937977553921,0.2233358980839886,0.2218016186693023,0.2156652252110673,0.2200490308573885,0.2202793056450549,0.2201642626595452,14.8,13.4,10.8,29.4,30.1,28.9,0.0,0.0,0.0,4.2,3.9,4.2,0.0,0.0,0.0
5.049809474058216,3.919273873884599,4.399781513403761,0.2243652611603124,0.2177878352852543,0.2199881080474436,0.2200150988421977,0.2203595910882451,0.2200330213215621,12.7,11.7,12.7,29.4,29.3,30.4,0.0,0.0,0.0,3.8,3.8,3.8,0.0,0.0,0.0
4.179754237184832,4.029645470316611,4.7596733729168825,0.2210883402854022,0.2163993032239675,0.2232994275895005,0.2200030372510697,0.2200907919634513,0.2200083485256872,9.0,9.5,7.6,29.2,29.0,29.2,0.0,0.0,0.0,3.7,4.0,3.7,0.0,0.0,0.0
3.889829578103092,5.099578763035972,4.359429636192467,0.2141010861399009,0.2211014762033795,0.2186003506033929,0.2202727113424692,0.2200250538961377,0.2200938846857011,10.2,9.4,10.8,30.1,30.1,30.7,0.0,0.0,0.0,4.1,4.0,4.1,0.0,0.0,0.0
4.649472336057616,4.169561300347169,5.709278587412155,0.222200680282951,0.2124030750074851,0.2200038920162739,0.220008632776637,0.2201829871471212,0.2200168184206601,9.6,11.8,12.1,31.2,31.4,31.9,0.0,0.0,0.0,3.9,4.5,4.5,0.0,0.0,0.0
4.949196886533272,5.169087864666683,5.498944825262945,0.2189014482518911,0.2178028786459285,0.2145052117442714,0.2200015470565429,0.2200001423180209,0.22000001309232,12.9,15.2,15.0,32.3,33.7,32.9,0.0,0.0,0.0,4.6,4.8,5.3,0.0,0.0,0.0
6.378711515428673,5.108844907102345,4.638667407795209,0.2244054590817002,0.2230976844263603,0.2171812138393543,0.2200000012044079,0.2203614962824033,0.2202806057975681,15.8,13.7,11.3,33.6,33.2,33.3,0.0,0.0,0.0,4.9,4.4,4.5,0.0,0.0,0.0
5.228606603616608,4.418292664308092,5.448471865488435,0.2232809636281841,0.2149951426657427,0.2166967282391459,0.2200257781510734,0.2202727656976419,0.220025058882996,9.8,10.6,11.1,32.2,32.8,32.8,0.0,0.0,0.0,4.2,4.5,4.8,0.0,0.0,0.0
5.608313308148111,5.1283977097265625,4.828568623905012,0.22109685434535,0.2219009987947993,0.2112785760294902,0.220002304968637,0.2200914302252543,0.2201658503093109,11.5,13.7,16.0,33.4,34.2,33.0,0.0,0.0,0.0,4.7,4.5,5.2,0.0,0.0,0.0
6.58803479794059,7.917615964938285,4.718745623664308,0.2094970234218486,0.2336926963531026,0.2177797667602883,0.2195009855953171,0.2195009855953171,0.2210398672680069,16.8,15.2,16.6,33.8,32.0,31.4,0.0,0.0,0.0,6.2,5.0,4.6,0.0,0.0,0.0
5.268181731049193,7.047801903764602,5.537949380813654,0.2099835650331342,0.2232825653048915,0.2228960995022735,0.22009516990885,0.2200087508984632,0.2202713760307006,15.7,16.0,17.8,33.4,33.2,34.3,0.0,0.0,0.0,5.5,5.2,4.8,0.0,0.0,0.0
5.078074858446819,5.667992036899207,6.047855648891867,0.2171634388908361,0.2166648027709094,0.2243632624084713,0.22026261067536,0.2200241271558431,0.2200022192766246,15.8,15.1,12.3,35.0,34.0,34.0,0.0,0.0,0.0,4.9,5.2,4.8,0.0,0.0,0.0
4.998005247651453,5.957916755258139,6.597698748451615,0.2153936206701705,0.2144958007382359,0.2182560499503372,0.2203582918045397,0.220032902219479,0.2195437022786321,14.6,13.8,14.8,35.1,36.2,36.4,0.0,0.0,0.0,5.0,5.5,5.7,0.0,0.0,0.0
6.487606229180248,5.9276827073118525,7.227464818513891,0.2226552851690211,0.2170779433340428,0.2252677373567121,0.2195437022786321,0.2166436752015959,0.2037581808237506,13.8,16.9,17.2,34.7,37.2,34.9,0.0,0.0,0.0,5.5,6.0,7.0,0.0,0.0,0.0
8.787034854031504,6.777198107553966,6.127490400407082,0.2451054289248717,0.2278964012775065,0.2196512600600053,0.199218856720366,0.2172311304116312,0.2145466594000484,18.3,17.6,17.5,34.2,33.5,33.4,0.0,0.0,0.0,6.6,5.9,6.2,0.0,0.0,0.0
7.397358269719232,6.357442563154641,4.727908266485716,0.2316691222633471,0.2307067640026157,0.2077353142445966,0.2105279542623524,0.2201084340882672,0.2208646374553973,18.7,17.8,19.2,34.1,32.8,34.3,0.0,0.0,0.0,6.0,4.9,5.5,0.0,0.0,0.0
7.267649003589007,5.517774624179926,6.157558113084945,0.2232340580386871,0.2143006684898711,0.2219199084842863,0.2200792014945035,0.2187679753916613,0.2125509017414832,19.0,19.4,17.9,33.2,32.6,32.7,0.0,0.0,0.8,5.2,5.7,6.2,0.0,0.0,0.0
7.367341478661247,5.4624402174471,4.808381792185886,0.2334239571159625,0.2208933208234341,0.2182326911645384,0.2142958657219493,0.2205845065292332,0.2200818172744075,17.7,18.9,17.1,34.0,32.6,32.8,0.0,0.0,0.6,5.5,5.0,5.1,0.0,0.0,0.0
5.77329440317279,5.588427508243173,6.012513689314132,0.2200813601138345,0.2178666197835572,0.2172280014703585,0.2200075236161871,0.2200074815942666,0.2195084983354368,17.3,19.0,19.0,32.3,33.6,34.9,0.0,0.0,0.0,5.1,5.3,5.6,0.0,0.0,0.0
6.455594510334649,6.329513909696044,5.69646087676596,0.2208770609221136,0.2244108648737098,0.2173578293985577,0.2181202448900676,0.2189169712677719,0.2202657209070505,19.4,19.7,23.3,36.2,36.0,36.2,0.0,0.0,0.0,5.7,5.4,5.5,0.0,0.0,0.0
6.260370419139958,6.652087427159332,3.927455580828986,0.2189405473048095,0.2331868657681138,0.2098276290708142,0.2178245245442871,0.2178245245442871,0.2208642312443632,21.2,24.0,20.3,35.8,36.4,36.4,0.0,0.0,0.6,5.8,4.8,5.2,0.0,0.0,0.0
6.668073598808206,8.247623449576977,5.273913484357337,0.2145503000469007,0.2372873996990984,0.2135457241579102,0.2124609949609422,0.2124609949609422,0.2206076027190099,19.6,21.0,20.9,36.2,36.8,36.4,0.0,0.0,0.0,6.4,5.5,5.6,0.0,0.0,0.0
6.71713911722167,7.79914043680817,6.26799560365584,0.2187849794316896,0.2353349758375597,0.2222251380451023,0.2125964593726142,0.2079579112982673,0.2137535829336671,19.0,18.0,19.5,37.8,36.8,37.2,0.0,0.0,0.0,6.4,6.1,6.3,0.0,0.0,0.0
7.218586200347487,7.0306567967972775,7.330574333126126,0.2304741034272694,0.2289884045535716,0.2325124280535323,0.2084839115870023,0.2089704350974116,0.2118276461087968,21.4,23.4,19.9,37.6,37.8,37.4,0.0,0.0,0.0,6.4,6.6,6.2,0.0,0.0,0.0
6.33245088199152,6.115097971872337,2.455280238006226,0.2234681796743284,0.2265117600467538,0.2092676345985905,0.2186801377832708,0.2201672544012355,0.2148519304380458,21.1,19.9,21.3,36.2,34.0,36.1,0.0,0.0,2.6,5.8,5.1,6.3,0.0,0.0,0.0
8.335715287568918,3.9141339311819614,8.495904237992258,0.2424834481624598,0.1993378086905143,0.2211500616738055,0.2148519304380458,0.219297712867008,0.2107215483886004,22.6,19.8,19.4,35.2,35.1,37.2,0.0,0.0,0.0,4.7,6.0,6.8,0.0,0.0,0.0
7.9822953875038944,6.26786101166294,5.882490835477417,0.2372910061536613,0.2213131838927595,0.2264643610547698,0.2073249476671543,0.2164809775362514,0.2171143790613641,20.5,21.7,23.9,37.0,38.2,39.0,0.0,0.0,1.0,6.4,6.4,6.1,0.0,0.0,0.0
6.064032966765104,3.694157500182401,9.25878461450602,0.2350744208853135,0.1945868272163495,0.226724097621441,0.2202721646951257,0.2187534988432869,0.2187534988432869,23.4,24.4,23.8,37.2,38.4,36.9,0.0,0.0,0.0,4.5,6.5,6.0,0.0,0.0,0.0
4.705057573996906,2.7108127403763147,6.548044902878698,0.2387404482859345,0.2012912286678529,0.2101750327716476,0.2204380634088047,0.2214787594618671,0.2201350429498818,19.9,19.0,21.7,31.8,30.9,33.0,1.0,0.0,0.0,3.9,4.8,5.8,0.0,0.0,0.0
6.63966449249925,0.0,5.534951464655591,0.2341677697432691,0.2242099672937451,0.2251326708076572,0.2200124147904031,0.221116323386386,0.2203792315433482,23.7,20.7,20.1,33.4,35.4,33.8,0.0,6.2,0.0,4.4,6.2,5.4,0.0,0.0,0.0
4.659607538224781,7.284033249565681,5.680421472093022,0.2071159342191315,0.221952051993858,0.2209520340502088,0.2204531188521497,0.2200415907493248,0.2201655437398199,23.4,23.5,22.4,36.2,37.4,36.9,0.0,0.0,0.0,6.5,6.4,6.3,0.0,0.0,0.0
5.603002560843829,2.9800000000000133,4.299999999999988,0.2386300256084383,0.2142376266264753,0.2198376266264753,0.22,0.2214376450966172,0.2201313151740282,8.7,6.2,8.2,26.8,26.4,25.6,0.0,0.0,0.0,3.4,3.4,3.4,0.0,0.0,0.0
3.759999999999996,3.959948261725562,3.03954660316414,0.2189466740951587,0.2255466578694061,0.2128151229155044,0.2200120723101682,0.2200011105075982,0.2204531008911057,12.2,17.4,15.4,25.8,25.6,26.6,0.0,0.0,0.0,3.5,3.0,3.5,0.0,0.0,0.0
0.0,1.0431787131375327,5.479922889093867,0.3726007251818873,0.1993834545283395,0.2145836634036012,0.2270165882237781,0.2229069629877089,0.2202635813825348,15.0,11.7,13.6,25.8,24.8,26.8,22.4,0.0,0.0,3.4,3.2,3.6,0.0,0.0,0.0
4.499902001567688,3.9598893078583033,3.619896972441017,0.2199837903406951,0.22218386409543,0.2222989197131091,0.2200242162226439,0.2200022274682342,0.2201810295764243,10.4,9.5,8.8,28.3,26.9,28.0,0.0,0.0,0.0,3.6,3.4,3.1,0.0,0.0,0.0
3.2902542332391085,4.7898361991586365,3.729876370753426,0.2127513228608248,0.2221514338471405,0.2136936806892932,0.2202065617674062,0.220018982962174,0.2201798791398375,9.6,10.6,11.2,28.2,29.0,30.7,0.0,0.0,0.0,3.7,3.5,4.0,0.0,0.0,0.0
5.029774426357163,4.839732776525598,5.499669893039807,0.2177940971876089,0.2155947260224667,0.2221949851929998,0.2200165330163366,0.2200015208055288,0.2200001399031356,11.2,14.4,16.1,31.3,29.9,29.9,0.0,0.0,0.0,4.2,4.6,4.4,0.0,0.0,0.0
4.719625692594367,4.729607838819715,4.389709660340084,0.2200999138826508,0.2222094780578131,0.2179029959767313,0.2201817539840972,0.2200167051819307,0.2201844367839231,15.9,16.7,19.4,29.2,31.4,30.1,0.0,0.0,0.0,4.3,4.1,4.2,0.0,0.0,0.0
4.8295140208116,5.059426974913101,4.139493909618159,0.2178038664357163,0.2244039958435983,0.216698010942887,0.2200169515359486,0.22000155930024,0.2203615160366193,17.9,16.6,12.9,31.4,33.2,32.7,0.0,0.0,0.0,4.4,4.0,4.1,0.0,0.0,0.0
4.8393248620000415,4.9492046827289045,4.219338371942751,0.2177992127355984,0.2232995622608551,0.2163017476783256,0.2200331977739397,0.2200030534782321,0.2202722496609344,9.8,10.5,11.8,29.0,32.2,31.6,0.0,0.0,0.0,4.3,4.0,4.2,0.0,0.0,0.0
4.989022601508086,2.8774040890085257,5.1489214133461125,0.2310003135240217,0.2090516708766155,0.2165539092667168,0.2200250115386909,0.2208800576306211,0.2200806078304015,11.8,16.7,17.9,28.2,30.2,28.2,0.0,0.0,0.0,3.2,3.7,4.0,0.0,0.0,0.0
4.738697574335987,4.838474893227962,3.5779137747547938,0.2177561360777971,0.2265554378131364,0.2156792604805326,0.2200074124444201,0.2200006818715764,0.2205332140648247,17.0,15.2,15.4,29.0,28.9,29.0,0.0,0.0,0.0,4.2,3.6,3.7,0.0,0.0,0.0
4.498338184028649,5.6078091351844925,5.497411900506385,0.212284550968974,0.2166885233157549,0.2144942086405622,0.2200489231109098,0.2200044995203253,0.2200004139173194,14.8,15.7,14.8,29.0,29.2,30.2,0.0,0.0,0.0,4.4,4.7,5.2,0.0,0.0,0.0
6.266843368025663,4.776676546396904,2.056282784052448,0.2221955529908809,0.2157037240690037,0.2200056640470903,0.2200000380776147,0.2201817913970826,0.2200167086175057,17.7,18.7,16.3,31.3,32.0,30.2,0.0,0.6,4.2,5.0,5.3,5.3,0.0,0.0,0.0
5.826088786243783,4.955573488051243,6.6457815769045965,0.225498329614981,0.211789979112198,0.2199911987516207,0.2200015369570404,0.2204492809485713,0.2200412392599523,14.5,17.8,16.3,30.0,29.2,30.2,0.0,0.0,0.0,4.8,5.3,5.3,0.0,0.0,0.0
5.825659612962335,5.106438373142151,5.845719902836304,0.2243888965830233,0.2165021765452836,0.2211020528588944,0.2200037929707113,0.2203604967339929,0.2200331043389327,14.5,14.4,15.4,30.0,31.8,31.8,0.0,0.0,0.0,4.9,5.0,4.9,0.0,0.0,0.0
5.345780128823455,4.686254428979463,5.825702446565782,0.2240984102446576,0.2144749105187558,0.2133808179482291,0.2200946654716008,0.2203451078193862,0.2200316935898585,14.8,15.4,13.7,32.8,33.2,32.8,0.0,0.0,0.0,4.5,4.8,5.4,0.0,0.0,0.0
6.59511170361845,7.034607881168648,4.365779655151872,0.2147810168863373,0.2334704072979901,0.2109597168166074,0.2197077544338166,0.2197077544338166,0.2210400429787801,13.4,16.0,16.3,32.8,32.2,32.4,0.0,0.0,0.0,5.9,4.7,4.9,0.0,0.0,0.0
6.275451842615055,6.714862699152485,6.484646532608899,0.2132656082512334,0.2177677699166692,0.219817667402377,0.220095185907087,0.2200087523688138,0.2190521095945346,15.6,17.6,14.6,34.1,33.8,34.4,0.0,0.0,0.0,5.5,5.7,5.8,0.0,0.0,0.0
6.484526337189088,6.814313665396294,6.8141974711983,0.2216850140765666,0.2253350846540859,0.2314694474144312,0.2160868896382729,0.2135379810027337,0.2183952180437894,14.2,14.4,15.5,34.4,34.6,33.7,0.0,0.0,0.0,6.0,6.1,5.2,0.0,0.0,0.0
5.075037491058288,6.684831895090979,6.814435120199563,0.2123972179748605,0.2173009434768669,0.223442614234596,0.2207801150465771,0.2182717313721067,0.2154311452793362,15.7,17.5,18.2,34.4,35.0,35.2,0.0,0.0,0.0,5.4,5.8,5.9,0.0,0.0,0.0
6.594326653703721,5.364893679733759,5.775077942104204,0.2280056409450461,0.2183054491051847,0.2200054668886227,0.2185624483085866,0.2205235300868691,0.2200480368953887,16.6,15.9,17.0,35.7,34.8,35.4,0.0,0.0,0.0,5.3,5.1,5.1,0.0,0.0,0.0
5.605076163760407,6.264778638151435,6.374578030621046,0.2167034781606032,0.2182338948689831,0.2192350062142304,0.2200044180332922,0.2195719957882981,0.2097806417260338,19.7,17.8,20.0,35.2,35.8,36.2,0.0,0.0,0.0,5.4,5.6,6.6,0.0,0.0,0.0
8.353602302322749,4.654954156313341,6.754852408352231,0.2456214876743244,0.2103574301437797,0.2284922122404356,0.2097806417260338,0.2211464962546546,0.2201048731803052,21.1,20.0,19.2,34.9,33.8,34.8,0.0,0.0,0.0,5.2,5.3,4.5,0.0,0.0,0.0
4.401374198686725,7.364524592521219,7.017476331458959,0.2055168896401375,0.2178255530326729,0.2263654555263306,0.2206939876320946,0.2167254428449462,0.2115513719957067,16.4,16.6,18.8,36.3,37.1,35.8,0.0,0.0,0.0,5.4,5.9,6.1,0.0,0.0,0.0
6.890893167017135,7.103916626576637,5.074569816346974,0.2275412115996234,0.2337613262314126,0.2173074570420226,0.2103453813268191,0.2172187347973275,0.2208578307468451,17.9,17.2,19.7,34.9,33.4,35.4,0.0,0.0,0.0,6.3,5.3,5.0,0.0,0.0,0.0
