date_inicial,date_final,IrrDia_1,IrrDia_2,IrrDia_3,th1_dia1,th1_dia2,th1_dia3,th2_dia1,th2_dia2,th2_dia3,MinTemp_dia1,MinTemp_dia2,MinTemp_dia3,MaxTemp_dia1,MaxTemp_dia2,MaxTemp_dia3,Precipitation_dia1,Precipitation_dia2,Precipitation_dia3,ReferenceET_dia1,ReferenceET_dia2,ReferenceET_dia3,Estresse_hidrico_dia1,Estresse_hidrico_dia2,Estresse_hidrico_dia3
2000-01-01,2000-01-03,0.0,0.0,0.0,0.2291897449905568,0.1844673815326006,0.1418586185756605,0.22,0.220739170773689,0.2200677507717326,11.3,11.3,8.6,27.3,26.7,26.7,0.0,0.0,0.0,3.6,3.7,3.4,0.0,0.0,10.176726780424357
2000-01-28,2000-01-30,0.0,0.0,0.0,0.3350730436736654,0.2053851789115651,0.1743671971783904,0.41,0.2208007112384899,0.2200733690527306,14.2,12.0,10.8,29.2,29.5,30.2,0.0,0.0,0.0,4.6,4.4,3.7,0.0,0.0,0.0
2000-02-03,2000-02-05,0.0,0.0,0.0,0.2123097350333949,0.1788461082778583,0.1500408766235446,0.2200000052525211,0.2200000004831977,0.220000000044451,13.4,14.9,15.0,31.6,33.6,32.0,0.0,0.0,0.0,4.9,4.9,5.0,0.0,0.0,0.0
2000-02-27,2000-02-29,0.0,0.0,0.0,0.3590848367914658,0.1824678161511141,0.1884330167953894,0.222204968448282,0.223649934556132,0.2203297145569502,15.5,14.5,11.3,26.2,28.9,30.2,2.2,0.0,0.0,3.3,4.2,4.6,0.0,0.0,0.0
2000-03-04,2000-03-06,0.0,0.0,0.0,0.2253448667372255,0.1743536685003831,0.1432998269209142,0.2200000235715128,0.220436889592383,0.2200401043224836,15.2,15.9,14.6,34.8,35.7,35.2,0.0,0.0,0.0,5.6,5.8,5.9,0.0,0.0,8.375216348857247
2000-03-07,2000-03-09,0.0,0.0,0.0,0.308362182213969,0.1983192239836898,0.1720647427182525,0.2200036886057838,0.2244310033382639,0.2203986964101067,16.4,15.8,14.2,34.2,34.2,33.4,0.0,0.0,0.0,6.5,5.5,5.3,0.0,0.0,0.0
2000-04-03,2000-04-05,0.0,0.0,0.0,0.1714052390006212,0.1451689035337323,0.1442379107940993,0.1740502599044606,0.1740502599044606,0.1740502599044606,19.2,20.1,20.1,37.2,38.2,38.8,0.0,0.0,0.0,7.0,7.5,7.0,0.0,6.038870582834623,7.202611507375856
2000-04-12,2000-04-14,0.0,0.0,0.0,0.1893733337537198,0.1784645442175031,0.2090092716683965,0.1740502599044606,0.1740502599044606,0.1740502599044606,22.6,23.2,20.3,40.2,40.0,40.0,0.0,0.0,0.0,6.4,6.8,7.0,0.0,0.0,0.0
2000-04-15,2000-04-17,0.0,0.0,0.0,0.2048028718433281,0.1754157863261231,0.1571315329927906,0.1740502599044606,0.1740502599044606,0.1740502599044606,22.9,23.1,21.0,40.3,39.0,40.2,0.0,0.0,0.0,7.2,7.0,7.4,0.0,0.0,0.0
2000-04-21,2000-04-23,4.839455269476662,4.839455269476662,4.839455269476662,0.2124515896886028,0.226727500937912,0.2172712359800822,0.22,0.22,0.2205467566829002,20.0,21.6,24.6,38.2,39.4,40.2,0.0,0.0,0.0,6.7,6.8,7.3,0.0,0.0,0.0
