IrrDia_1,th1_dia1,th1_dia2,th1_dia3,th2_dia1,th2_dia2,th2_dia3,MinTemp_dia1,MinTemp_dia2,MinTemp_dia3,MaxTemp_dia1,MaxTemp_dia2,MaxTemp_dia3,Precipitation_dia1,Precipitation_dia2,Precipitation_dia3,ReferenceET_dia1,ReferenceET_dia2,ReferenceET_dia3
3.96,0.2189261426042972,0.1901052607694197,0.1705530013526206,0.22,0.22,0.22,11.3,8.6,7.6,26.7,26.7,27.2,0.0,0.0,0.0,3.7,3.4,3.4
8.679999999999998,0.2199530013526206,0.184753336341392,0.1567832520053049,0.22,0.22,0.22,9.1,7.6,7.1,27.9,27.2,27.3,0.0,0.0,0.0,3.4,3.2,3.3
9.950000000000006,0.2155832520053049,0.175636343763672,0.1486320606928796,0.22,0.22,0.22,7.9,10.2,8.7,27.8,27.7,28.7,0.0,0.0,0.0,3.7,3.7,3.7
11.21,0.2123320606928796,0.1646904504884899,0.1375439251974848,0.22,0.22,0.22,10.3,12.6,15.4,29.7,30.0,30.2,0.0,0.0,0.0,4.4,4.8,4.7
13.420000000000002,0.2376439251974848,0.1757389178897994,0.1446253512233858,0.22,0.2213676415728658,0.2201249645263162,13.2,14.4,14.8,31.2,32.1,32.5,0.0,0.0,0.0,3.1,4.2,4.3
12.269999999999992,0.2200253512233857,0.1739390264474461,0.1493048517013391,0.2200114888309727,0.2200023318553546,0.2200002145130089,13.4,10.6,13.5,31.6,30.8,31.2,0.0,0.0,0.0,4.3,4.5,3.8
11.249999999999991,0.2167048517013391,0.1720527193276113,0.1447452647345996,0.2200000197337762,0.2200000018153785,0.2200000001670029,10.7,13.0,12.9,30.9,31.6,35.0,0.0,0.0,0.0,4.1,4.2,3.9
11.82,0.2123452647345995,0.1693711586444987,0.1403651495012946,0.220000000015363,0.2200000000014133,0.22000000000013,10.3,10.8,11.6,33.7,30.9,30.8,0.0,0.0,0.0,4.6,4.0,4.0
12.360000000000008,0.2155651495012947,0.1688631436469776,0.1347932360622399,0.2200000000000118,0.2200000000000011,0.2200000000000001,16.6,13.8,14.2,29.6,28.9,29.2,0.0,0.0,0.0,4.4,4.3,4.6
13.57999999999998,0.2221932360622397,0.179499577924848,0.1400968483548786,0.22,0.2201815978260753,0.2200166908421743,12.0,10.8,8.3,29.5,30.2,30.8,0.0,0.0,0.0,4.4,3.7,4.2
12.61000000000001,0.2188968483548787,0.1595117344677539,0.1202489976098023,0.2200015353220956,0.2200001412385447,0.2200000129930155,11.8,12.2,13.4,30.4,31.6,31.6,0.0,0.0,0.0,4.3,5.4,4.9
15.37000000000002,0.2200489976098026,0.1650045063704253,0.1078906420849699,0.2200000011952725,0.2200040921149326,0.2200003764402708,14.9,15.0,14.6,33.6,32.0,33.2,0.0,0.0,0.0,4.9,5.0,5.4
17.15000000000001,0.23209064208497,0.1715456240517101,0.11434562405171,0.2200000346299844,0.2209604829964412,0.2200879392039829,11.0,15.7,17.1,31.6,32.4,32.6,0.0,0.0,0.0,4.3,4.5,5.2
16.289999999999992,0.22774562405171,0.1601852386267256,0.1040852386267257,0.2200080863219262,0.2206275162414128,0.2200575485864688,18.4,17.4,15.5,32.0,33.8,32.6,0.0,0.0,0.0,4.5,5.5,5.1
17.200000000000003,0.2265852386267257,0.1765860676793546,0.1270860676793546,0.2200052925908429,0.2205359702126458,0.2200491753202975,14.7,16.7,16.7,30.9,30.8,29.7,0.0,0.0,0.0,4.5,4.0,4.5
14.239999999999991,0.2177860676793545,0.1660860676793545,0.1099860676793546,0.2200045227107104,0.2200004160505885,0.2200000382738609,17.5,17.7,13.0,30.4,32.2,32.8,0.0,0.0,0.0,4.7,4.7,5.1
16.61,0.2254860676793547,0.1599909933005797,0.0986463548110206,0.2200000035209448,0.2204481679438892,0.2175857758139324,13.9,18.2,17.5,31.7,31.7,32.2,0.0,0.0,0.0,4.6,5.5,5.8
